"kommune","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Guldborgsund",0.00317904374364191,0.00958726810795264,0.00484550902072263,0.00163073611428199,0.0131132492992607,0.00164395271991978,0.0114793617474868,0.0163246649362522,0.0228687172283115,0.0147710487444609,0.0279964428049142
"Holbæk",0.0100647016534867,0.0100689000445908,0.011524886551898,0.0043313168647041,0.00289787875275298,0.00724270297675092,0.005716572343223,0.0197322057787174,0.00986151613766676,0.00701291779457761,0.00838679917809368
"Kalundborg",0.0142088703948036,0.00407431551499348,0.00411251850633328,0.0103532529920901,0.0103395508499111,0.00206317440013204,0.0020550760378134,0.0123112278397899,0.0102078314482871,0.0143793266366755,0.0103229003220745
"Lolland",0.0127703047846075,0.00433735984905988,0.0132623063150682,0.0135025654874426,0.00918948722661275,0.00929713648196356,0.0117266288287443,0.00709471443774388,0.0428755180791768,0.0312387360326805,0.0243279406398248
"Næstved",0.00493145280599665,0.00494052838951126,0.00617192514689182,0.00369626553971637,0.00368405540819334,0.00734510999302215,0.010930023560273,0.0145311875613034,0.0241143987074682,0.0108445494089721,0.0144329648918129
"Odsherred",0.00908265213442325,0.0334906378444208,0.00919117647058824,0.00308147417724639,0.00614741501198746,0.00306138068268789,0.0030472940029254,0.0302819247191351,0.00604540096121875,0.0030191413561983,0.0303425675880693
"Ringsted",0.00613798183157378,0.0182426269382791,0.00904895484571532,0.00301050666827227,0.00299859066238868,0.0059571679623507,0.00881549175751521,0.00583788201640445,0.00290082093232385,0.0115190784737221,0.0028692757947894
"Slagelse",0.00645369474023879,0.00903902275251156,0.00388048117966628,0.00777534438296163,0.00519831574569839,0.00646889110268718,0.0166368057332992,0.00888009336783884,0.0189950359639348,0.0164405043440871,0.0139111959834583
"Sorø",0,0.00338994542187871,0,0,0.0102392573125363,0.0409123453001943,0,0.010136847440446,0.0168526070983181,0.0167594020245358,0.0100398246377297
"Stevns",0.0136792667913,0.00915122397620682,0,0,0.00458190148911798,0,0.00449236298292902,0.00889205050684688,0.0572006864082369,0.00877886050390659,0.00438500328875247
"Vordingborg",0.00215894125520845,0.00649772579597141,0.00218321543969959,0.00879797646541295,0.00441549839938183,0.0109960194409624,0.00873248046107497,0.0108608293329279,0.0108490463688242,0.0109132180897503,0.0219461879471536
"Assens",0.0047557901745375,0.0120091269364717,0,0.0120992135511192,0.00243682530399396,0.00243629099059592,0,0.00483208504469679,0.0169376693766938,0.0169853440745414,0.00488221652630294
"Faaborg-Midtfyn",0.00191993856196602,0.0019258175095328,0.00774668345114748,0.00389036939057363,0.0019577900465954,0.00588777893352698,0.00195175267390116,0.0194643413266895,0.00388078236572493,0.0193016657337528,0.0193963845139266
"Kerteminde",0.00420698359276399,0,0.00420291682427605,0,0.0042256496936404,0,0,0.00420627576343905,0.00841892574507493,0.00841290539687881,0
"Langeland",0.0222057735011103,0,0,0,0,0,0.0239100980314019,0,0,0.0159235668789809,0
"Middelfart",0.00796580016462654,0.0132622476857378,0.00797617781559077,0,0.00265357569324665,0.00528303880392001,0.0105504708147601,0.00525030845562177,0.0130855796911803,0.00778149560345498,0.00772141147401745
"Nordfyns",0.00337404683177003,0,0.00340947834981248,0.00342184505885573,0.00344044588178628,0.00688942473303479,0,0.0033960470012905,0.010163978858924,0,0.00337097589752233
"Nyborg",0.00315556958030925,0.00952411187656751,0.00317601473670838,0.00318979266347687,0.00319345979434119,0.025338105343173,0.00313617261494073,0.0124447763051459,0.00624375624375624,0.0124836152549778,0.00312412134087288
"Odense",0.0100647854346663,0.011038397855397,0.00678461458170242,0.0072400062057196,0.00715026277215688,0.00810208628721896,0.0110568321170818,0.00747894676485693,0.0103781603969399,0.0112644601385039,0.0131774811488811
"Svendborg",0.00169497271093935,0.0102192018803331,0.00683165103926491,0.0102923013585838,0.00344952482795495,0.00689797889218459,0.00858693412104142,0.0205093146470689,0.013629084466251,0.010239082578201,0.0120076849183477
"Ærø",0.014972301242701,0,0,0,0,0,0,0.0161890885543144,0.0161864681126578,0,0
"Billund",0.00382262996941896,0.00382336073408526,0,0,0.00379968082681055,0,0.0151320269350079,0,0.00377614983762556,0.00751060873483796,0.0263078773301263
"Esbjerg",0.00694963253817954,0.0060772329490207,0.00955591076516784,0.00782261779558631,0.0104261696859116,0.00692964676125635,0.00518367487991153,0.0129416332341141,0.0163747931605074,0.0155639331788469,0.017318566369076
"Fanø",0,0.0311235605353252,0,0,0,0,0.0911854103343465,0,0,0,0
"Fredericia",0.00601817488816225,0.00399169726967907,0.00199230968461738,0.00397030213999285,0.0039742468802162,0.00793194392115648,0.011836887687664,0.00982936227097586,0.0155866422475938,0.0136115270188811,0.0233567549681764
"Haderslev",0.00177474887303447,0.00712796478785395,0.00533921833843525,0.00713635795971526,0.00894358387292956,0.0053678786143716,0.0107087401167253,0.0142742439111428,0.0142951593016815,0.0179028590865961,0.0215555954733249
"Kolding",0.00449079947457646,0.00336285169824011,0.00447367243770411,0.00558309884318192,0.00444118757355717,0.00330418309579928,0.0130868640601996,0.00541817472529854,0.0118899637896557,0.00861205903566469,0.00965924335927019
"Sønderborg",0.00784939625060506,0.00524982609951045,0.0144558046626541,0.00264089156499234,0.00531462585034014,0.00934117992446989,0.00936617739539987,0.0120319247068889,0.0107166778298727,0.017435388473867,0.0134734572891404
"Tønder",0.0025182573659028,0.00760186499087776,0.00511731443338536,0.00516982887866412,0.0052197515398267,0.00263088660878716,0.0105529759392149,0.0131828728116431,0.00264711332292135,0.021283954558757,0.0294385270031579
"Varde",0.00396998689904323,0.00198605787372644,0,0.00200124076927695,0.0020016814123864,0.0119707912693029,0.00596551929845493,0.00792832791564259,0.0059640961412298,0.0418919188493686,0.0360281019194972
"Vejen",0.00467639356528245,0.00702855937961249,0.0070118032020568,0.00936768149882904,0.00468746337919235,0.0046947254759278,0.00699806386899624,0.00467049647377516,0.0256745401923256,0.0139980869281198,0.0187169528800711
"Vejle",0.00469999906000019,0.00652875450017721,0.00833171327797373,0.00275669417234852,0.00455988034873965,0.0054312896597297,0.0107389277180674,0.014128908630114,0.0140178727878045,0.0113210833405904,0.019006807893009
"Aabenraa",0.00166727800193404,0.0117066644368258,0.0100671140939597,0.00844480475611404,0.00339155502798033,0.00679071030829825,0.0101921214900882,0.018643119841364,0.00507708710589111,0.0203269247056831,0.00340361804598288
"Favrskov",0.00214919727481786,0,0,0.00212062091780473,0.00848122468884507,0.00841697704269512,0.00209841569614941,0.00208702911405614,0.0103581860744546,0.028941166742465,0.016529950203525
"Hedensted",0.00217476403810187,0.00652457590256633,0.00869017358621738,0.00218016918112846,0.00656239746253965,0,0.00649266329048176,0.00644828475625484,0.0150163034151364,0.00213917470639827,0.0107015966782244
"Horsens",0.00488060812377222,0.00362165751192129,0.00358860259814828,0.00471303507676356,0.00466951507085989,0.00115793008418152,0.00341934895595879,0.00673930135909244,0.0122770597557981,0.0132787429456678,0.00989380647714531
"Norddjurs",0,0.0105182886744327,0.00264019431830183,0.0105166294202708,0.002636783124588,0,0.00786493288590604,0.00787422242053597,0.0157080398984213,0.0238853503184713,0.00269621720725822
"Odder",0,0,0.00459791254770334,0,0,0.00456037942356804,0.00451854864217613,0.00447807979938203,0,0.00441014332965821,0
"Randers",0.00316622691292876,0.00524559894248725,0.00313296294749154,0.00624954430406116,0.00830366503015268,0.0103305785123967,0.00820344544708778,0.00611508591695713,0.0111942197120033,0.0102135656579068,0.0132917540003067
"Samsø",0.0249376558603491,0,0,0,0,0,0.0269541778975741,0.0268528464017186,0,0.0271444082519001,0
"Silkeborg",0.00113018614165753,0.00112469492650119,0.00559734909546839,0.00111924428625792,0.0022313210536298,0.00555456807678635,0.00330691475876057,0.00986441904052084,0.00760671129270625,0.0107464482988372,0.00744474932465488
"Skanderborg",0.00174510933109959,0.00693036713619904,0.00172390015170321,0,0.00171892189218922,0.00680480419175938,0,0.00496680518534461,0.00490532718532326,0.00806789944170136,0.00638182456364274
"Syddjurs",0.00483185156551991,0,0.00478297261748177,0.00238697665536831,0,0.00240084509747431,0.00477452314450094,0.00237976249970253,0.00470942827540737,0.0163673774784886,0.00232763837810158
"Aarhus",0.00293494211641937,0.00257271125175266,0.00381503441478962,0.00219371094411051,0.00401367118153217,0.00398472318434556,0.00786356116489585,0.0059579842947534,0.00440630865898402,0.00752898659840385,0.00914330124606052
"Herning",0.00233786879880301,0.0116479522899874,0.0115810441469403,0.00808360759859114,0.00690909928375671,0.00345367470989132,0.0102747936478942,0.00565700450297558,0.0146506936539957,0.00562322165615124,0.00785396120143167
"Holstebro",0.00525799214806506,0.00524833365406483,0.00174968943012615,0.00349320571488455,0.00348808817886916,0.0121751834974084,0.0156084701964933,0.00172043010752688,0.00855900578588791,0.0119649938465746,0.0187742144697991
"Ikast-Brande",0.00248065092280214,0.0123240738458505,0.0024595405578238,0.00741326480181872,0.00492586572090045,0.00492635105177595,0.00490220108828864,0.00732046558161099,0.0169940035444636,0.0121118162879705,0.0169208827866277
"Lemvig",0.00458926112895824,0,0.00467639356528245,0.00471186919851105,0.00477714613290021,0,0.00490220108828864,0,0,0.005000500050005,0
"Ringkøbing-Skjern",0.0136894881842605,0.00861059447544258,0.00172735438402543,0.0052147612508474,0.0017515282083618,0.00175309421128291,0.0070004725318959,0.00175370909473537,0.00701692833961933,0.010539258738802,0.0123688023465385
"Skive",0.00830961630346719,0.00416788229900388,0.00209995800083998,0.0148019707766806,0.00426057688210984,0.00857614545142686,0.0107206415231887,0.00214868929952729,0.0257516255713642,0.0237971616476289,0.0174478201129746
"Struer",0.0133434150246853,0.00450653447498873,0.00452529640691465,0,0,0,0.00465679426282947,0.0187379959713309,0.00940291490362012,0.0331078844061864,0.0190150218672751
"Viborg",0.00428678598220984,0.00534770797236305,0.0170541148381458,0.00848059533779271,0.00423343140782761,0.00315839343054166,0.00626461744069495,0.00621909885257626,0.00825738261614525,0.00926755429242223,0.0175400583980768
"Brønderslev",0.00558596804826276,0.00279415462851714,0.0139844492923869,0.00280898876404494,0.00842057989726893,0.019563455465191,0.0332898715565789,0.0110717449069973,0.00826696795172091,0.00274951883420401,0.00275451740855002
"Frederikshavn",0.00483816343316077,0.00324801870858776,0.00163510906177442,0.00329082682023858,0.00165404082172748,0.00331251966808553,0.00497958370680211,0.0215388693750414,0.0116395078150981,0.0066681114241419,0
"Hjørring",0.00449081628070596,0,0.00453322856538427,0.00608207763772105,0.00611574038682058,0.0076575541771958,0.00611517940407577,0.0153122942410461,0.00612961061648559,0.0108250212634346,0.0217111486748445
"Jammerbugt",0.00513782207722147,0.00516355562440296,0.00258993551060579,0.0103634997538669,0.00521498787515319,0.00522288668947327,0.0103987937399262,0.00777584821544283,0.0155287540762979,0.00260010400416017,0.033921302578019
"Læsø",0.253936008125952,0,0,0,0,0,0,0,0,0,0
"Mariagerfjord",0.00469439489249836,0.00469792351780513,0.00235687855004832,0.00474935290066728,0,0.00712014050410595,0.0118677458403551,0.00950886701849475,0.00474777448071217,0.00713351563428843,0.0215311004784689
"Morsø",0,0.00925925925925926,0.00465679426282947,0.00943885978573788,0.00476122458696377,0.00480399692544197,0,0.0145172997822405,0,0.00490124001372347,0.00493900330913222
"Rebild",0,0.00345542501727713,0.00345889107951991,0.00346428323979769,0.00347294575258734,0,0,0,0,0.00334269287337879,0.0199249493574204
"Thisted",0.00441530344172903,0.00886033890796323,0.00222677473946736,0.00224749404414078,0.00678272665611576,0.00453741095331004,0.00227319224386806,0.00228175055902889,0.0137249519626681,0.0137425561154375,0.0230292702024273
"Vesthimmerlands",0.00787277594079673,0.00264103105852525,0.00266425107902169,0.00798169531208429,0.0133408041836762,0.0106954731409931,0.00804375804375804,0.0160922623038756,0.0107304772379752,0.00538778588938876,0.0163367549759033
"Aalborg",0.00557170788042102,0.0110448420587586,0.00845174056139444,0.00442373481184381,0.00826008580771492,0.00625586487331874,0.0057056999942943,0.0108522815742414,0.0131111922756347,0.0153265958237349,0.0119774271565127
