lat,lon
55.7334705,11.545304
55.308366,12.1983778
55.2328252,11.7674102
55.2328252,11.7674102
55.446817,11.7975218
55.446817,11.7975218
55.3271115,11.9567297
55.2328252,11.7674102
55.446817,11.7975218
55.4565009,12.1818964
55.3135052,11.752538
54.7646137,11.8709918
55.3271115,11.9567297
54.7646137,11.8709918
55.446817,11.7975218
55.7186117,11.7135474
55.7186117,11.7135474
55.6433478,12.0819247
55.6433478,12.0819247
55.0102518,11.9097478
54.775801800000004,11.5054333
55.6833793,11.0993619
55.1178943,12.0538374
55.5833746,12.2999286
55.3833436,12.282865
54.8717325,11.7447134
55.4565009,12.1818964
55.0102518,11.9097478
55.7186117,11.7135474
54.8368883,11.3647404
55.7186117,11.7135474
55.2328252,11.7674102
55.4061196,11.3525415
55.5833746,12.2999286
54.70862675,11.925408847966908
55.5833746,12.2999286
55.6433478,12.0819247
55.6433478,12.0819247
55.2328252,11.7674102
55.6433478,12.0819247
55.2328252,11.7674102
55.3266045,11.1425876
55.2563089,12.0284843
55.4365822,11.5629363
54.70862675,11.925408847966908
55.6433478,12.0819247
55.5647956,12.2539494
55.4365822,11.5629363
54.7646137,11.8709918
55.6433478,12.0819247
55.6433478,12.0819247
55.7186117,11.7135474
55.4061196,11.3525415
55.4061196,11.3525415
55.5833746,12.2999286
54.8304979,11.1493517
55.2328252,11.7674102
54.89846865,11.873356796854257
55.3271115,11.9567297
55.2328252,11.7674102
55.2328252,11.7674102
55.5417276,11.37587073866272
54.7646137,11.8709918
55.6433478,12.0819247
55.6433478,12.0819247
55.4061196,11.3525415
54.7646137,11.8709918
55.7535209,12.1086079
55.6833793,11.0993619
55.8519079,11.5845861
55.41119725,12.142937610722154
54.8304979,11.1493517
55.6433478,12.0819247
55.4061196,11.3525415
54.7646137,11.8709918
55.4565009,12.1818964
55.4565009,12.1818964
55.5427639,11.6501383
55.5957,12.1818152
55.2328252,11.7674102
55.7186117,11.7135474
55.6433478,12.0819247
55.6433478,12.0819247
55.9233493,11.6689532
55.5647956,12.2539494
55.6433478,12.0819247
55.6833793,11.0993619
55.3025788,11.545514948329728
55.4061196,11.3525415
55.4565009,12.1818964
55.6833793,11.0993619
55.4565009,12.1818964
55.4061196,11.3525415
55.2328252,11.7674102
55.4365822,11.5629363
58.06166025,8.004912800275651
55.3266045,11.1425876
55.6433478,12.0819247
55.6433478,12.0819247
55.2328252,11.7674102
55.308366,12.1983778
55.6433478,12.0819247
54.7646137,11.8709918
55.4061196,11.3525415
55.4565009,12.1818964
55.4565009,12.1818964
54.8304979,11.1493517
54.7646137,11.8709918
55.6605319,11.4081794
55.4565009,12.1818964
55.6433478,12.0819247
55.2328252,11.7674102
55.2328252,11.7674102
55.4565009,12.1818964
55.6433478,12.0819247
54.70862675,11.925408847966908
55.6433478,12.0819247
55.613063,11.7438673
55.4061196,11.3525415
55.4565009,12.1818964
54.8304979,11.1493517
55.6833793,11.0993619
54.70862675,11.925408847966908
55.5154427,11.8664484
55.97177885,11.344067922235686
55.2328252,11.7674102
55.4565009,12.1818964
55.9233493,11.6689532
55.4365822,11.5629363
55.7186117,11.7135474
55.6433478,12.0819247
55.53207241796747,12.213125406185581
55.2328252,11.7674102
55.446817,11.7975218
55.4565009,12.1818964
54.8304979,11.1493517
55.2328252,11.7674102
55.5647956,12.2539494
55.4565009,12.1818964
55.6433478,12.0819247
55.4395395,11.6699861
55.5833746,12.2999286
54.7646137,11.8709918
55.2521101,11.2942011
55.7186117,11.7135474
55.3271115,11.9567297
55.3271115,11.9567297
55.4565009,12.1818964
55.4565009,12.1818964
55.7882331,11.4697571
55.4061196,11.3525415
55.7535209,12.1086079
55.7186117,11.7135474
55.2328252,11.7674102
55.6833793,11.0993619
55.9233493,11.6689532
54.6940639,11.3902205
55.6833793,11.0993619
55.25592915,12.111935854483315
54.855665450000004,11.881905259818325
54.75398185,11.787540714280077
55.4061196,11.3525415
55.35484525,11.684362232278382
54.70862675,11.925408847966908
55.613063,11.7438673
55.6433478,12.0819247
54.6940639,11.3902205
55.4565009,12.1818964
55.3266045,11.1425876
55.2328252,11.7674102
55.5957,12.1818152
55.2328252,11.7674102
55.2328252,11.7674102
55.7186117,11.7135474
55.3271115,11.9567297
55.2328252,11.7674102
55.1648293,11.979307500000001
55.5289218,11.4943548
55.21729176682241,12.159969960747647
54.6940639,11.3902205
54.8869284,12.037363029387423
55.5084661,11.2927612
55.6433478,12.0819247
55.373627400000004,12.077605576818847
55.1780155,11.6468481
54.855665450000004,11.881905259818325
55.2328252,11.7674102
55.650812,11.2867244
55.4061196,11.3525415
55.4061196,11.3525415
54.9863794,12.2861344
54.8124093,11.2709858
55.4061196,11.3525415
54.8124093,11.2709858
55.7186117,11.7135474
54.7646137,11.8709918
55.7200463,11.4613759
55.0102518,11.9097478
54.7646137,11.8709918
54.8304979,11.1493517
55.4592469,12.0283637
54.89846865,11.873356796854257
55.53936625,11.593926315404016
55.1178943,12.0538374
54.70862675,11.925408847966908
55.4565009,12.1818964
55.4565009,12.1818964
55.4565009,12.1818964
55.446817,11.7975218
55.4365822,11.5629363
55.6433478,12.0819247
54.9863794,12.2861344
55.3135052,11.752538
55.286055,11.814786
55.2328252,11.7674102
55.6433478,12.0819247
55.613063,11.7438673
55.7186117,11.7135474
41.18587025305707,-7.9877699096814805
55.4061196,11.3525415
54.9863794,12.2861344
55.2328252,11.7674102
54.7646137,11.8709918
55.0102518,11.9097478
55.6833793,11.0993619
55.2328252,11.7674102
54.8304979,11.1493517
55.5833746,12.2999286
55.9233493,11.6689532
54.80100040000001,11.641800097007675
55.9233493,11.6689532
54.969359850000004,11.541101239702034
55.6433478,12.0819247
54.9863794,12.2861344
55.4565009,12.1818964
55.5404225,11.2272253
55.5289218,11.4943548
55.446817,11.7975218
55.2328252,11.7674102
55.4565009,12.1818964
55.6433478,12.0819247
54.80100040000001,11.641800097007675
55.53207241796747,12.213125406185581
55.0102518,11.9097478
54.8869284,12.037363029387423
55.6433478,12.0819247
55.41119725,12.142937610722154
55.6833793,11.0993619
55.4365822,11.5629363
55.2328252,11.7674102
55.53207241796747,12.213125406185581
54.775801800000004,11.5054333
55.650812,11.2867244
55.3266045,11.1425876
55.1178943,12.0538374
55.5084661,11.2927612
54.9863794,12.2861344
54.8304979,11.1493517
55.53207241796747,12.213125406185581
55.047753,12.055622872718846
55.4365822,11.5629363
55.4565009,12.1818964
55.4565009,12.1818964
55.6433478,12.0819247
55.4061196,11.3525415
55.2328252,11.7674102
54.8304979,11.1493517
55.25592915,12.111935854483315
55.4365822,11.5629363
55.2328252,11.7674102
55.6433478,12.0819247
55.7186117,11.7135474
55.0102518,11.9097478
55.6433478,12.0819247
55.4365822,11.5629363
55.2328252,11.7674102
55.6433478,12.0819247
54.9112213,11.2188932
55.6433478,12.0819247
55.613063,11.7438673
55.2521101,11.2942011
55.4061196,11.3525415
55.3266045,11.1425876
55.6833793,11.0993619
55.4061196,11.3525415
55.9233493,11.6689532
54.7646137,11.8709918
55.4061196,11.3525415
55.446817,11.7975218
54.775801800000004,11.5054333
54.7646137,11.8709918
55.3271115,11.9567297
55.2328252,11.7674102
55.9233493,11.6689532
55.3833436,12.282865
55.4565009,12.1818964
54.70862675,11.925408847966908
55.3266045,11.1425876
55.53207241796747,12.213125406185581
54.6940639,11.3902205
55.6433478,12.0819247
55.8148175,11.5006395
55.0102518,11.9097478
55.88706215,11.14640259778377
55.446817,11.7975218
55.2328252,11.7674102
55.4061196,11.3525415
54.89846865,11.873356796854257
54.6940639,11.3902205
55.4061196,11.3525415
55.4061196,11.3525415
55.53207241796747,12.213125406185581
41.3304736,-8.7390221
55.4061196,11.3525415
55.6433478,12.0819247
55.6833793,11.0993619
55.0102518,11.9097478
55.4565009,12.1818964
55.9452985,11.7613881
55.7186117,11.7135474
54.6940639,11.3902205
55.2328252,11.7674102
55.6605319,11.4081794
55.25592915,12.111935854483315
55.5953424,11.8592384
55.5404225,11.2272253
54.7646137,11.8709918
55.5833746,12.2999286
55.6605319,11.4081794
55.5417276,11.37587073866272
55.2328252,11.7674102
55.6433478,12.0819247
55.2328252,11.7674102
55.446817,11.7975218
55.2328252,11.7674102
55.4565009,12.1818964
55.53936625,11.593926315404016
54.6940639,11.3902205
55.2328252,11.7674102
55.6433478,12.0819247
55.2328252,11.7674102
55.9233493,11.6689532
55.107846,11.866528849693164
55.7186117,11.7135474
55.9103711,11.597002700000001
54.8869284,12.037363029387423
55.446817,11.7975218
55.9103711,11.597002700000001
54.6940639,11.3902205
54.7646137,11.8709918
55.41119725,12.142937610722154
55.4565009,12.1818964
55.4061196,11.3525415
55.650812,11.2867244
55.2328252,11.7674102
54.7646137,11.8709918
55.1780155,11.6468481
55.7186117,11.7135474
55.2328252,11.7674102
55.446817,11.7975218
55.446817,11.7975218
55.3266045,11.1425876
55.4061196,11.3525415
55.4061196,11.3525415
54.70862675,11.925408847966908
55.4061196,11.3525415
55.3266045,11.1425876
55.6433478,12.0819247
55.446817,11.7975218
55.5440887,12.1204226
55.446817,11.7975218
55.613063,11.7438673
55.4954852,11.9832516
55.7257505,11.3508868
54.70862675,11.925408847966908
54.944794200000004,11.401049786525036
55.53936625,11.593926315404016
55.7135915,11.3826352
55.3271115,11.9567297
55.446817,11.7975218
55.4061196,11.3525415
55.6433478,12.0819247
55.4061196,11.3525415
55.3266045,11.1425876
55.4565009,12.1818964
55.446817,11.7975218
55.5833746,12.2999286
55.6433478,12.0819247
54.7646137,11.8709918
55.7186117,11.7135474
55.6833793,11.0993619
54.7646137,11.8709918
54.9863794,12.2861344
55.7131534,11.3051658
55.0102518,11.9097478
55.6433478,12.0819247
55.6433478,12.0819247
55.2626288,11.5208995
55.107846,11.866528849693164
55.4061196,11.3525415
55.7131534,11.3051658
54.7646137,11.8709918
55.3833436,12.282865
54.8567673,11.2719995
55.5084661,11.2927612
55.4061196,11.3525415
55.0102518,11.9097478
55.2328252,11.7674102
55.6433478,12.0819247
55.308366,12.1983778
55.2328252,11.7674102
54.80100040000001,11.641800097007675
55.7535209,12.1086079
54.8237541,12.056156308943502
54.57613795,11.93221627251935
55.4565009,12.1818964
55.7186117,11.7135474
54.8237541,12.056156308943502
55.4565009,12.1818964
55.6833793,11.0993619
54.7646137,11.8709918
55.4061196,11.3525415
55.9233493,11.6689532
55.8148175,11.5006395
54.7646137,11.8709918
55.5833746,12.2999286
54.8869284,12.037363029387423
55.5953424,11.8592384
55.4061196,11.3525415
55.3266045,11.1425876
54.8124093,11.2709858
54.70862675,11.925408847966908
55.5953424,11.8592384
55.6433478,12.0819247
55.9103711,11.597002700000001
55.5953424,11.8592384
55.3266045,11.1425876
55.3271115,11.9567297
55.3271115,11.9567297
55.4565009,12.1818964
55.9103711,11.597002700000001
55.7067551,11.8985429
55.5084661,11.2927612
55.6433478,12.0819247
54.855665450000004,11.881905259818325
55.3025788,11.545514948329728
55.2328252,11.7674102
54.8304979,11.1493517
55.3135052,11.752538
55.6433478,12.0819247
55.4061196,11.3525415
55.446817,11.7975218
54.9863794,12.2861344
55.4061196,11.3525415
55.4565009,12.1818964
55.6433478,12.0819247
55.5833746,12.2999286
55.5833746,12.2999286
55.4061196,11.3525415
55.8519079,11.5845861
55.6605319,11.4081794
55.4061196,11.3525415
55.2521101,11.2942011
55.2328252,11.7674102
55.6433478,12.0819247
54.775801800000004,11.5054333
55.1780155,11.6468481
55.2521101,11.2942011
55.4061196,11.3525415
55.8148175,11.5006395
55.7186117,11.7135474
55.5833746,12.2999286
55.0102518,11.9097478
55.5833746,12.2999286
55.3266045,11.1425876
55.446817,11.7975218
55.6833793,11.0993619
55.446817,11.7975218
55.446817,11.7975218
55.7067551,11.8985429
55.2563089,12.0284843
54.6940639,11.3902205
55.6833793,11.0993619
55.6433478,12.0819247
55.9233493,11.6689532
55.4954852,11.9832516
55.7186117,11.7135474
55.6433478,12.0819247
55.4565009,12.1818964
55.5833746,12.2999286
55.613063,11.7438673
55.3266045,11.1425876
55.107846,11.866528849693164
55.5404225,11.2272253
55.3266045,11.1425876
55.446817,11.7975218
55.7186117,11.7135474
54.7646137,11.8709918
55.4565009,12.1818964
55.7186117,11.7135474
54.775801800000004,11.5054333
55.4565009,12.1818964
55.2521101,11.2942011
55.5084661,11.2927612
55.5289218,11.4943548
54.8304979,11.1493517
55.1648293,11.979307500000001
55.7882331,11.4697571
54.6940639,11.3902205
55.6833793,11.0993619
55.2328252,11.7674102
55.9233493,11.6689532
55.047753,12.055622872718846
55.3271115,11.9567297
55.6433478,12.0819247
55.41119725,12.142937610722154
55.2328252,11.7674102
55.7535209,12.1086079
54.7646137,11.8709918
55.25592915,12.111935854483315
55.6833793,11.0993619
55.9233493,11.6689532
55.9233493,11.6689532
55.4565009,12.1818964
54.89846865,11.873356796854257
55.6433478,12.0819247
55.80025775,11.554338836463689
55.446817,11.7975218
55.7334705,11.545304
